captured_at,generation_mode,api_id,model,duration,resolution,aspect_ratio,audio_setting,points,status
2026-08-26,image-to-video,753,Seedance 2.0,11,480p,4:3,not_billed,499,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,480p,1:1,not_billed,485,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,480p,3:4,not_billed,499,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,480p,21:9,not_billed,508,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,720p,16:9,not_billed,1092,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,720p,9:16,not_billed,1092,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,720p,4:3,not_billed,1099,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,720p,1:1,not_billed,1092,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,720p,3:4,not_billed,1099,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,720p,21:9,not_billed,1098,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,1080p,16:9,not_billed,2726,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,1080p,9:16,not_billed,2726,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,1080p,4:3,not_billed,2730,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,1080p,1:1,not_billed,2726,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,1080p,3:4,not_billed,2730,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,1080p,21:9,not_billed,2743,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,4k,16:9,not_billed,5559,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,4k,9:16,not_billed,5559,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,4k,4:3,not_billed,5560,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,4k,1:1,not_billed,5559,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,4k,3:4,not_billed,5560,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,4k,21:9,not_billed,5559,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,480p,16:9,not_billed,554,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,480p,9:16,not_billed,555,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,480p,4:3,not_billed,544,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,480p,1:1,not_billed,529,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,480p,3:4,not_billed,544,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,480p,21:9,not_billed,554,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,720p,16:9,not_billed,1192,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,720p,9:16,not_billed,1192,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,720p,4:3,not_billed,1199,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,720p,1:1,not_billed,1192,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,720p,3:4,not_billed,1199,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,720p,21:9,not_billed,1198,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,1080p,16:9,not_billed,2974,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,1080p,9:16,not_billed,2974,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,1080p,4:3,not_billed,2978,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,1080p,1:1,not_billed,2974,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,1080p,3:4,not_billed,2978,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,1080p,21:9,not_billed,2993,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,4k,16:9,not_billed,6065,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,4k,9:16,not_billed,6065,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,4k,4:3,not_billed,6065,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,4k,1:1,not_billed,6065,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,4k,3:4,not_billed,6065,ok
2026-08-26,image-to-video,753,Seedance 2.0,12,4k,21:9,not_billed,6065,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,480p,16:9,not_billed,600,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,480p,9:16,not_billed,601,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,480p,4:3,not_billed,590,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,480p,1:1,not_billed,574,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,480p,3:4,not_billed,590,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,480p,21:9,not_billed,600,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,720p,16:9,not_billed,1291,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,720p,9:16,not_billed,1291,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,720p,4:3,not_billed,1299,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,720p,1:1,not_billed,1291,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,720p,3:4,not_billed,1299,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,720p,21:9,not_billed,1297,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,1080p,16:9,not_billed,3222,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,1080p,9:16,not_billed,3222,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,1080p,4:3,not_billed,3226,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,1080p,1:1,not_billed,3222,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,1080p,3:4,not_billed,3226,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,1080p,21:9,not_billed,3242,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,4k,16:9,not_billed,6570,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,4k,9:16,not_billed,6570,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,4k,4:3,not_billed,6571,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,4k,1:1,not_billed,6570,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,4k,3:4,not_billed,6571,ok
2026-08-26,image-to-video,753,Seedance 2.0,13,4k,21:9,not_billed,6570,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,480p,16:9,not_billed,646,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,480p,9:16,not_billed,647,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,480p,4:3,not_billed,635,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,480p,1:1,not_billed,618,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,480p,3:4,not_billed,635,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,480p,21:9,not_billed,646,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,720p,16:9,not_billed,1391,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,720p,9:16,not_billed,1391,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,720p,4:3,not_billed,1399,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,720p,1:1,not_billed,1391,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,720p,3:4,not_billed,1399,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,720p,21:9,not_billed,1397,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,1080p,16:9,not_billed,3470,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,1080p,9:16,not_billed,3470,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,1080p,4:3,not_billed,3475,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,1080p,1:1,not_billed,3470,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,1080p,3:4,not_billed,3475,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,1080p,21:9,not_billed,3492,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,4k,16:9,not_billed,7076,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,4k,9:16,not_billed,7076,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,4k,4:3,not_billed,7076,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,4k,1:1,not_billed,7076,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,4k,3:4,not_billed,7076,ok
2026-08-26,image-to-video,753,Seedance 2.0,14,4k,21:9,not_billed,7076,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,480p,16:9,not_billed,693,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,480p,9:16,not_billed,693,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,480p,4:3,not_billed,681,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,480p,1:1,not_billed,662,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,480p,3:4,not_billed,681,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,480p,21:9,not_billed,693,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,720p,16:9,not_billed,1490,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,720p,9:16,not_billed,1490,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,720p,4:3,not_billed,1499,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,720p,1:1,not_billed,1490,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,720p,3:4,not_billed,1499,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,720p,21:9,not_billed,1497,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,1080p,16:9,not_billed,3717,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,1080p,9:16,not_billed,3717,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,1080p,4:3,not_billed,3723,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,1080p,1:1,not_billed,3717,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,1080p,3:4,not_billed,3723,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,1080p,21:9,not_billed,3741,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,4k,16:9,not_billed,7581,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,4k,9:16,not_billed,7581,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,4k,4:3,not_billed,7582,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,4k,1:1,not_billed,7581,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,4k,3:4,not_billed,7582,ok
2026-08-26,image-to-video,753,Seedance 2.0,15,4k,21:9,not_billed,7581,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,4,480p,16:9,not_billed,148,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,4,480p,9:16,not_billed,148,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,4,480p,4:3,not_billed,146,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,4,480p,1:1,not_billed,142,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,4,480p,3:4,not_billed,146,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,4,480p,21:9,not_billed,148,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,4,720p,16:9,not_billed,319,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,4,720p,9:16,not_billed,319,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,4,720p,4:3,not_billed,321,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,4,720p,1:1,not_billed,319,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,4,720p,3:4,not_billed,321,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,4,720p,21:9,not_billed,321,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,5,480p,16:9,not_billed,185,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,5,480p,9:16,not_billed,186,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,5,480p,4:3,not_billed,182,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,5,480p,1:1,not_billed,177,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,5,480p,3:4,not_billed,182,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,5,480p,21:9,not_billed,185,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,5,720p,16:9,not_billed,399,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,5,720p,9:16,not_billed,399,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,5,720p,4:3,not_billed,402,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,5,720p,1:1,not_billed,399,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,5,720p,3:4,not_billed,402,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,5,720p,21:9,not_billed,401,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,6,480p,16:9,not_billed,222,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,6,480p,9:16,not_billed,223,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,6,480p,4:3,not_billed,219,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,6,480p,1:1,not_billed,213,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,6,480p,3:4,not_billed,219,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,6,480p,21:9,not_billed,222,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,6,720p,16:9,not_billed,479,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,6,720p,9:16,not_billed,479,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,6,720p,4:3,not_billed,482,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,6,720p,1:1,not_billed,479,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,6,720p,3:4,not_billed,482,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,6,720p,21:9,not_billed,481,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,7,480p,16:9,not_billed,260,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,7,480p,9:16,not_billed,260,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,7,480p,4:3,not_billed,255,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,7,480p,1:1,not_billed,248,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,7,480p,3:4,not_billed,255,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,7,480p,21:9,not_billed,260,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,7,720p,16:9,not_billed,559,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,7,720p,9:16,not_billed,559,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,7,720p,4:3,not_billed,562,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,7,720p,1:1,not_billed,559,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,7,720p,3:4,not_billed,562,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,7,720p,21:9,not_billed,562,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,8,480p,16:9,not_billed,297,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,8,480p,9:16,not_billed,297,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,8,480p,4:3,not_billed,292,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,8,480p,1:1,not_billed,284,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,8,480p,3:4,not_billed,292,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,8,480p,21:9,not_billed,297,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,8,720p,16:9,not_billed,639,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,8,720p,9:16,not_billed,639,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,8,720p,4:3,not_billed,643,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,8,720p,1:1,not_billed,639,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,8,720p,3:4,not_billed,643,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,8,720p,21:9,not_billed,642,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,9,480p,16:9,not_billed,334,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,9,480p,9:16,not_billed,334,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,9,480p,4:3,not_billed,328,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,9,480p,1:1,not_billed,319,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,9,480p,3:4,not_billed,328,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,9,480p,21:9,not_billed,334,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,9,720p,16:9,not_billed,719,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,9,720p,9:16,not_billed,719,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,9,720p,4:3,not_billed,723,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,9,720p,1:1,not_billed,719,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,9,720p,3:4,not_billed,723,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,9,720p,21:9,not_billed,722,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,10,480p,16:9,not_billed,371,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,10,480p,9:16,not_billed,372,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,10,480p,4:3,not_billed,365,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,10,480p,1:1,not_billed,355,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,10,480p,3:4,not_billed,365,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,10,480p,21:9,not_billed,371,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,10,720p,16:9,not_billed,799,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,10,720p,9:16,not_billed,799,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,10,720p,4:3,not_billed,804,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,10,720p,1:1,not_billed,799,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,10,720p,3:4,not_billed,804,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,10,720p,21:9,not_billed,803,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,11,480p,16:9,not_billed,408,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,11,480p,9:16,not_billed,409,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,11,480p,4:3,not_billed,401,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,11,480p,1:1,not_billed,390,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,11,480p,3:4,not_billed,401,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,11,480p,21:9,not_billed,408,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,11,720p,16:9,not_billed,879,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,11,720p,9:16,not_billed,879,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,11,720p,4:3,not_billed,884,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,11,720p,1:1,not_billed,879,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,11,720p,3:4,not_billed,884,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,11,720p,21:9,not_billed,883,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,12,480p,16:9,not_billed,445,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,12,480p,9:16,not_billed,446,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,12,480p,4:3,not_billed,438,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,12,480p,1:1,not_billed,426,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,12,480p,3:4,not_billed,438,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,12,480p,21:9,not_billed,445,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,12,720p,16:9,not_billed,959,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,12,720p,9:16,not_billed,959,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,12,720p,4:3,not_billed,965,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,12,720p,1:1,not_billed,959,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,12,720p,3:4,not_billed,965,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,12,720p,21:9,not_billed,963,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,13,480p,16:9,not_billed,483,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,13,480p,9:16,not_billed,483,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,13,480p,4:3,not_billed,474,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,13,480p,1:1,not_billed,461,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,13,480p,3:4,not_billed,474,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,13,480p,21:9,not_billed,483,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,13,720p,16:9,not_billed,1038,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,13,720p,9:16,not_billed,1038,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,13,720p,4:3,not_billed,1045,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,13,720p,1:1,not_billed,1038,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,13,720p,3:4,not_billed,1045,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,13,720p,21:9,not_billed,1044,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,14,480p,16:9,not_billed,520,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,14,480p,9:16,not_billed,520,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,14,480p,4:3,not_billed,511,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,14,480p,1:1,not_billed,497,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,14,480p,3:4,not_billed,511,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,14,480p,21:9,not_billed,520,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,14,720p,16:9,not_billed,1118,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,14,720p,9:16,not_billed,1118,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,14,720p,4:3,not_billed,1125,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,14,720p,1:1,not_billed,1118,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,14,720p,3:4,not_billed,1125,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,14,720p,21:9,not_billed,1124,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,15,480p,16:9,not_billed,557,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,15,480p,9:16,not_billed,558,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,15,480p,4:3,not_billed,547,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,15,480p,1:1,not_billed,532,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,15,480p,3:4,not_billed,547,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,15,480p,21:9,not_billed,557,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,15,720p,16:9,not_billed,1198,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,15,720p,9:16,not_billed,1198,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,15,720p,4:3,not_billed,1206,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,15,720p,1:1,not_billed,1198,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,15,720p,3:4,not_billed,1206,ok
2026-08-26,image-to-video,756,Seedance 2.0 fast,15,720p,21:9,not_billed,1204,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,4,480p,16:9,not_billed,92,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,4,480p,9:16,not_billed,92,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,4,480p,4:3,not_billed,90,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,4,480p,1:1,not_billed,88,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,4,480p,3:4,not_billed,90,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,4,480p,21:9,not_billed,92,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,4,720p,16:9,not_billed,198,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,4,720p,9:16,not_billed,198,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,4,720p,4:3,not_billed,199,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,4,720p,1:1,not_billed,198,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,4,720p,3:4,not_billed,199,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,4,720p,21:9,not_billed,199,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,5,480p,16:9,not_billed,115,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,5,480p,9:16,not_billed,115,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,5,480p,4:3,not_billed,113,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,5,480p,1:1,not_billed,110,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,5,480p,3:4,not_billed,113,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,5,480p,21:9,not_billed,115,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,5,720p,16:9,not_billed,248,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,5,720p,9:16,not_billed,248,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,5,720p,4:3,not_billed,249,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,5,720p,1:1,not_billed,248,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,5,720p,3:4,not_billed,249,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,5,720p,21:9,not_billed,249,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,6,480p,16:9,not_billed,138,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,6,480p,9:16,not_billed,138,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,6,480p,4:3,not_billed,136,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,6,480p,1:1,not_billed,132,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,6,480p,3:4,not_billed,136,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,6,480p,21:9,not_billed,138,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,6,720p,16:9,not_billed,298,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,6,720p,9:16,not_billed,298,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,6,720p,4:3,not_billed,299,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,6,720p,1:1,not_billed,298,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,6,720p,3:4,not_billed,299,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,6,720p,21:9,not_billed,299,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,7,480p,16:9,not_billed,161,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,7,480p,9:16,not_billed,161,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,7,480p,4:3,not_billed,158,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,7,480p,1:1,not_billed,154,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,7,480p,3:4,not_billed,158,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,7,480p,21:9,not_billed,161,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,7,720p,16:9,not_billed,347,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,7,720p,9:16,not_billed,347,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,7,720p,4:3,not_billed,349,ok
2026-08-26,image-to-video,759,Seedance 2.0-mini,7,720p,1:1,not_billed,347,ok
