captured_at,generation_mode,api_id,model,duration,resolution,aspect_ratio,audio_setting,points,status
2026-08-26,image-to-video,803,Pixverse C1,6,360p,,false,105,ok
2026-08-26,image-to-video,803,Pixverse C1,6,540p,,true,175,ok
2026-08-26,image-to-video,803,Pixverse C1,6,540p,,false,141,ok
2026-08-26,image-to-video,803,Pixverse C1,6,720p,,true,228,ok
2026-08-26,image-to-video,803,Pixverse C1,6,720p,,false,175,ok
2026-08-26,image-to-video,803,Pixverse C1,6,1080p,,true,422,ok
2026-08-26,image-to-video,803,Pixverse C1,6,1080p,,false,334,ok
2026-08-26,image-to-video,803,Pixverse C1,7,360p,,true,164,ok
2026-08-26,image-to-video,803,Pixverse C1,7,360p,,false,123,ok
2026-08-26,image-to-video,803,Pixverse C1,7,540p,,true,205,ok
2026-08-26,image-to-video,803,Pixverse C1,7,540p,,false,164,ok
2026-08-26,image-to-video,803,Pixverse C1,7,720p,,true,266,ok
2026-08-26,image-to-video,803,Pixverse C1,7,720p,,false,205,ok
2026-08-26,image-to-video,803,Pixverse C1,7,1080p,,true,492,ok
2026-08-26,image-to-video,803,Pixverse C1,7,1080p,,false,389,ok
2026-08-26,image-to-video,803,Pixverse C1,8,360p,,true,188,ok
2026-08-26,image-to-video,803,Pixverse C1,8,360p,,false,140,ok
2026-08-26,image-to-video,803,Pixverse C1,8,540p,,true,234,ok
2026-08-26,image-to-video,803,Pixverse C1,8,540p,,false,188,ok
2026-08-26,image-to-video,803,Pixverse C1,8,720p,,true,304,ok
2026-08-26,image-to-video,803,Pixverse C1,8,720p,,false,234,ok
2026-08-26,image-to-video,803,Pixverse C1,8,1080p,,true,563,ok
2026-08-26,image-to-video,803,Pixverse C1,8,1080p,,false,445,ok
2026-08-26,image-to-video,803,Pixverse C1,9,360p,,true,211,ok
2026-08-26,image-to-video,803,Pixverse C1,9,360p,,false,158,ok
2026-08-26,image-to-video,803,Pixverse C1,9,540p,,true,263,ok
2026-08-26,image-to-video,803,Pixverse C1,9,540p,,false,211,ok
2026-08-26,image-to-video,803,Pixverse C1,9,720p,,true,342,ok
2026-08-26,image-to-video,803,Pixverse C1,9,720p,,false,263,ok
2026-08-26,image-to-video,803,Pixverse C1,9,1080p,,true,633,ok
2026-08-26,image-to-video,803,Pixverse C1,9,1080p,,false,501,ok
2026-08-26,image-to-video,803,Pixverse C1,10,360p,,true,235,ok
2026-08-26,image-to-video,803,Pixverse C1,10,360p,,false,176,ok
2026-08-26,image-to-video,803,Pixverse C1,10,540p,,true,293,ok
2026-08-26,image-to-video,803,Pixverse C1,10,540p,,false,235,ok
2026-08-26,image-to-video,803,Pixverse C1,10,720p,,true,381,ok
2026-08-26,image-to-video,803,Pixverse C1,10,720p,,false,293,ok
2026-08-26,image-to-video,803,Pixverse C1,10,1080p,,true,704,ok
2026-08-26,image-to-video,803,Pixverse C1,10,1080p,,false,557,ok
2026-08-26,image-to-video,803,Pixverse C1,11,360p,,true,258,ok
2026-08-26,image-to-video,803,Pixverse C1,11,360p,,false,193,ok
2026-08-26,image-to-video,803,Pixverse C1,11,540p,,true,322,ok
2026-08-26,image-to-video,803,Pixverse C1,11,540p,,false,258,ok
2026-08-26,image-to-video,803,Pixverse C1,11,720p,,true,419,ok
2026-08-26,image-to-video,803,Pixverse C1,11,720p,,false,322,ok
2026-08-26,image-to-video,803,Pixverse C1,11,1080p,,true,774,ok
2026-08-26,image-to-video,803,Pixverse C1,11,1080p,,false,612,ok
2026-08-26,image-to-video,803,Pixverse C1,12,360p,,true,282,ok
2026-08-26,image-to-video,803,Pixverse C1,12,360p,,false,211,ok
2026-08-26,image-to-video,803,Pixverse C1,12,540p,,true,351,ok
2026-08-26,image-to-video,803,Pixverse C1,12,540p,,false,282,ok
2026-08-26,image-to-video,803,Pixverse C1,12,720p,,true,457,ok
2026-08-26,image-to-video,803,Pixverse C1,12,720p,,false,351,ok
2026-08-26,image-to-video,803,Pixverse C1,12,1080p,,true,844,ok
2026-08-26,image-to-video,803,Pixverse C1,12,1080p,,false,668,ok
2026-08-26,image-to-video,803,Pixverse C1,13,360p,,true,305,ok
2026-08-26,image-to-video,803,Pixverse C1,13,360p,,false,228,ok
2026-08-26,image-to-video,803,Pixverse C1,13,540p,,true,380,ok
2026-08-26,image-to-video,803,Pixverse C1,13,540p,,false,305,ok
2026-08-26,image-to-video,803,Pixverse C1,13,720p,,true,495,ok
2026-08-26,image-to-video,803,Pixverse C1,13,720p,,false,380,ok
2026-08-26,image-to-video,803,Pixverse C1,13,1080p,,true,915,ok
2026-08-26,image-to-video,803,Pixverse C1,13,1080p,,false,724,ok
2026-08-26,image-to-video,803,Pixverse C1,14,360p,,true,329,ok
2026-08-26,image-to-video,803,Pixverse C1,14,360p,,false,246,ok
2026-08-26,image-to-video,803,Pixverse C1,14,540p,,true,410,ok
2026-08-26,image-to-video,803,Pixverse C1,14,540p,,false,329,ok
2026-08-26,image-to-video,803,Pixverse C1,14,720p,,true,533,ok
2026-08-26,image-to-video,803,Pixverse C1,14,720p,,false,410,ok
2026-08-26,image-to-video,803,Pixverse C1,14,1080p,,true,985,ok
2026-08-26,image-to-video,803,Pixverse C1,14,1080p,,false,779,ok
2026-08-26,image-to-video,803,Pixverse C1,15,360p,,true,352,ok
2026-08-26,image-to-video,803,Pixverse C1,15,360p,,false,264,ok
2026-08-26,image-to-video,803,Pixverse C1,15,540p,,true,439,ok
2026-08-26,image-to-video,803,Pixverse C1,15,540p,,false,352,ok
2026-08-26,image-to-video,803,Pixverse C1,15,720p,,true,571,ok
2026-08-26,image-to-video,803,Pixverse C1,15,720p,,false,439,ok
2026-08-26,image-to-video,803,Pixverse C1,15,1080p,,true,1056,ok
2026-08-26,image-to-video,803,Pixverse C1,15,1080p,,false,835,ok
2026-08-26,image-to-video,762,Seedance 2.5,4,480p,adaptive,not_billed,268,ok
2026-08-26,image-to-video,762,Seedance 2.5,4,720p,adaptive,not_billed,604,ok
2026-08-26,image-to-video,762,Seedance 2.5,4,1080p,adaptive,not_billed,1496,ok
2026-08-26,image-to-video,762,Seedance 2.5,5,480p,adaptive,not_billed,336,ok
2026-08-26,image-to-video,762,Seedance 2.5,5,720p,adaptive,not_billed,756,ok
2026-08-26,image-to-video,762,Seedance 2.5,5,1080p,adaptive,not_billed,1871,ok
2026-08-26,image-to-video,762,Seedance 2.5,6,480p,adaptive,not_billed,403,ok
2026-08-26,image-to-video,762,Seedance 2.5,6,720p,adaptive,not_billed,907,ok
2026-08-26,image-to-video,762,Seedance 2.5,6,1080p,adaptive,not_billed,2245,ok
2026-08-26,image-to-video,762,Seedance 2.5,7,480p,adaptive,not_billed,470,ok
2026-08-26,image-to-video,762,Seedance 2.5,7,720p,adaptive,not_billed,1058,ok
2026-08-26,image-to-video,762,Seedance 2.5,7,1080p,adaptive,not_billed,2619,ok
2026-08-26,image-to-video,762,Seedance 2.5,8,480p,adaptive,not_billed,537,ok
2026-08-26,image-to-video,762,Seedance 2.5,8,720p,adaptive,not_billed,1209,ok
2026-08-26,image-to-video,762,Seedance 2.5,8,1080p,adaptive,not_billed,2993,ok
2026-08-26,image-to-video,762,Seedance 2.5,9,480p,adaptive,not_billed,604,ok
2026-08-26,image-to-video,762,Seedance 2.5,9,720p,adaptive,not_billed,1360,ok
2026-08-26,image-to-video,762,Seedance 2.5,9,1080p,adaptive,not_billed,3367,ok
2026-08-26,image-to-video,762,Seedance 2.5,10,480p,adaptive,not_billed,672,ok
2026-08-26,image-to-video,762,Seedance 2.5,10,720p,adaptive,not_billed,1512,ok
2026-08-26,image-to-video,762,Seedance 2.5,10,1080p,adaptive,not_billed,3742,ok
2026-08-26,image-to-video,762,Seedance 2.5,11,480p,adaptive,not_billed,739,ok
2026-08-26,image-to-video,762,Seedance 2.5,11,720p,adaptive,not_billed,1663,ok
2026-08-26,image-to-video,762,Seedance 2.5,11,1080p,adaptive,not_billed,4116,ok
2026-08-26,image-to-video,762,Seedance 2.5,12,480p,adaptive,not_billed,806,ok
2026-08-26,image-to-video,762,Seedance 2.5,12,720p,adaptive,not_billed,1814,ok
2026-08-26,image-to-video,762,Seedance 2.5,12,1080p,adaptive,not_billed,4490,ok
2026-08-26,image-to-video,762,Seedance 2.5,13,480p,adaptive,not_billed,873,ok
2026-08-26,image-to-video,762,Seedance 2.5,13,720p,adaptive,not_billed,1965,ok
2026-08-26,image-to-video,762,Seedance 2.5,13,1080p,adaptive,not_billed,4864,ok
2026-08-26,image-to-video,762,Seedance 2.5,14,480p,adaptive,not_billed,940,ok
2026-08-26,image-to-video,762,Seedance 2.5,14,720p,adaptive,not_billed,2116,ok
2026-08-26,image-to-video,762,Seedance 2.5,14,1080p,adaptive,not_billed,5239,ok
2026-08-26,image-to-video,762,Seedance 2.5,15,480p,adaptive,not_billed,1008,ok
2026-08-26,image-to-video,762,Seedance 2.5,15,720p,adaptive,not_billed,2268,ok
2026-08-26,image-to-video,762,Seedance 2.5,15,1080p,adaptive,not_billed,5613,ok
2026-08-26,image-to-video,762,Seedance 2.5,16,480p,adaptive,not_billed,1075,ok
2026-08-26,image-to-video,762,Seedance 2.5,16,720p,adaptive,not_billed,2419,ok
2026-08-26,image-to-video,762,Seedance 2.5,16,1080p,adaptive,not_billed,5987,ok
2026-08-26,image-to-video,762,Seedance 2.5,17,480p,adaptive,not_billed,1142,ok
2026-08-26,image-to-video,762,Seedance 2.5,17,720p,adaptive,not_billed,2570,ok
2026-08-26,image-to-video,762,Seedance 2.5,17,1080p,adaptive,not_billed,6361,ok
2026-08-26,image-to-video,762,Seedance 2.5,18,480p,adaptive,not_billed,1209,ok
2026-08-26,image-to-video,762,Seedance 2.5,18,720p,adaptive,not_billed,2721,ok
2026-08-26,image-to-video,762,Seedance 2.5,18,1080p,adaptive,not_billed,6735,ok
2026-08-26,image-to-video,762,Seedance 2.5,19,480p,adaptive,not_billed,1276,ok
2026-08-26,image-to-video,762,Seedance 2.5,19,720p,adaptive,not_billed,2872,ok
2026-08-26,image-to-video,762,Seedance 2.5,19,1080p,adaptive,not_billed,7110,ok
2026-08-26,image-to-video,762,Seedance 2.5,20,480p,adaptive,not_billed,1344,ok
2026-08-26,image-to-video,762,Seedance 2.5,20,720p,adaptive,not_billed,3024,ok
2026-08-26,image-to-video,762,Seedance 2.5,20,1080p,adaptive,not_billed,7484,ok
2026-08-26,image-to-video,762,Seedance 2.5,21,480p,adaptive,not_billed,1411,ok
2026-08-26,image-to-video,762,Seedance 2.5,21,720p,adaptive,not_billed,3175,ok
2026-08-26,image-to-video,762,Seedance 2.5,21,1080p,adaptive,not_billed,7858,ok
2026-08-26,image-to-video,762,Seedance 2.5,22,480p,adaptive,not_billed,1478,ok
2026-08-26,image-to-video,762,Seedance 2.5,22,720p,adaptive,not_billed,3326,ok
2026-08-26,image-to-video,762,Seedance 2.5,22,1080p,adaptive,not_billed,8232,ok
2026-08-26,image-to-video,762,Seedance 2.5,23,480p,adaptive,not_billed,1545,ok
2026-08-26,image-to-video,762,Seedance 2.5,23,720p,adaptive,not_billed,3477,ok
2026-08-26,image-to-video,762,Seedance 2.5,23,1080p,adaptive,not_billed,8607,ok
2026-08-26,image-to-video,762,Seedance 2.5,24,480p,adaptive,not_billed,1612,ok
2026-08-26,image-to-video,762,Seedance 2.5,24,720p,adaptive,not_billed,3628,ok
2026-08-26,image-to-video,762,Seedance 2.5,24,1080p,adaptive,not_billed,8981,ok
2026-08-26,image-to-video,762,Seedance 2.5,25,480p,adaptive,not_billed,1680,ok
2026-08-26,image-to-video,762,Seedance 2.5,25,720p,adaptive,not_billed,3780,ok
2026-08-26,image-to-video,762,Seedance 2.5,25,1080p,adaptive,not_billed,9355,ok
2026-08-26,image-to-video,762,Seedance 2.5,26,480p,adaptive,not_billed,1747,ok
2026-08-26,image-to-video,762,Seedance 2.5,26,720p,adaptive,not_billed,3931,ok
2026-08-26,image-to-video,762,Seedance 2.5,26,1080p,adaptive,not_billed,9729,ok
2026-08-26,image-to-video,762,Seedance 2.5,27,480p,adaptive,not_billed,1814,ok
2026-08-26,image-to-video,762,Seedance 2.5,27,720p,adaptive,not_billed,4082,ok
2026-08-26,image-to-video,762,Seedance 2.5,27,1080p,adaptive,not_billed,10103,ok
2026-08-26,image-to-video,762,Seedance 2.5,28,480p,adaptive,not_billed,1881,ok
2026-08-26,image-to-video,762,Seedance 2.5,28,720p,adaptive,not_billed,4233,ok
2026-08-26,image-to-video,762,Seedance 2.5,28,1080p,adaptive,not_billed,10478,ok
2026-08-26,image-to-video,762,Seedance 2.5,29,480p,adaptive,not_billed,1948,ok
2026-08-26,image-to-video,762,Seedance 2.5,29,720p,adaptive,not_billed,4384,ok
2026-08-26,image-to-video,762,Seedance 2.5,29,1080p,adaptive,not_billed,10852,ok
2026-08-26,image-to-video,762,Seedance 2.5,30,480p,adaptive,not_billed,2016,ok
2026-08-26,image-to-video,762,Seedance 2.5,30,720p,adaptive,not_billed,4536,ok
2026-08-26,image-to-video,762,Seedance 2.5,30,1080p,adaptive,not_billed,11226,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,480p,16:9,not_billed,184,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,480p,9:16,not_billed,185,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,480p,4:3,not_billed,181,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,480p,1:1,not_billed,176,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,480p,3:4,not_billed,181,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,480p,21:9,not_billed,184,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,720p,16:9,not_billed,397,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,720p,9:16,not_billed,397,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,720p,4:3,not_billed,399,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,720p,1:1,not_billed,397,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,720p,3:4,not_billed,399,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,720p,21:9,not_billed,399,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,1080p,16:9,not_billed,991,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,1080p,9:16,not_billed,991,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,1080p,4:3,not_billed,992,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,1080p,1:1,not_billed,991,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,1080p,3:4,not_billed,992,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,1080p,21:9,not_billed,997,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,4k,16:9,not_billed,2021,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,4k,9:16,not_billed,2021,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,4k,4:3,not_billed,2021,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,4k,1:1,not_billed,2021,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,4k,3:4,not_billed,2021,ok
2026-08-26,image-to-video,753,Seedance 2.0,4,4k,21:9,not_billed,2021,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,480p,16:9,not_billed,231,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,480p,9:16,not_billed,231,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,480p,4:3,not_billed,227,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,480p,1:1,not_billed,220,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,480p,3:4,not_billed,227,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,480p,21:9,not_billed,231,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,720p,16:9,not_billed,496,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,720p,9:16,not_billed,496,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,720p,4:3,not_billed,499,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,720p,1:1,not_billed,496,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,720p,3:4,not_billed,499,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,720p,21:9,not_billed,499,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,1080p,16:9,not_billed,1239,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,1080p,9:16,not_billed,1239,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,1080p,4:3,not_billed,1241,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,1080p,1:1,not_billed,1239,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,1080p,3:4,not_billed,1241,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,1080p,21:9,not_billed,1247,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,4k,16:9,not_billed,2527,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,4k,9:16,not_billed,2527,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,4k,4:3,not_billed,2527,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,4k,1:1,not_billed,2527,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,4k,3:4,not_billed,2527,ok
2026-08-26,image-to-video,753,Seedance 2.0,5,4k,21:9,not_billed,2527,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,480p,16:9,not_billed,277,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,480p,9:16,not_billed,277,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,480p,4:3,not_billed,272,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,480p,1:1,not_billed,264,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,480p,3:4,not_billed,272,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,480p,21:9,not_billed,277,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,720p,16:9,not_billed,596,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,720p,9:16,not_billed,596,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,720p,4:3,not_billed,599,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,720p,1:1,not_billed,596,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,720p,3:4,not_billed,599,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,720p,21:9,not_billed,599,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,1080p,16:9,not_billed,1487,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,1080p,9:16,not_billed,1487,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,1080p,4:3,not_billed,1489,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,1080p,1:1,not_billed,1487,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,1080p,3:4,not_billed,1489,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,1080p,21:9,not_billed,1496,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,4k,16:9,not_billed,3032,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,4k,9:16,not_billed,3032,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,4k,4:3,not_billed,3032,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,4k,1:1,not_billed,3032,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,4k,3:4,not_billed,3032,ok
2026-08-26,image-to-video,753,Seedance 2.0,6,4k,21:9,not_billed,3032,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,480p,16:9,not_billed,323,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,480p,9:16,not_billed,323,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,480p,4:3,not_billed,317,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,480p,1:1,not_billed,309,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,480p,3:4,not_billed,317,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,480p,21:9,not_billed,323,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,720p,16:9,not_billed,695,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,720p,9:16,not_billed,695,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,720p,4:3,not_billed,699,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,720p,1:1,not_billed,695,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,720p,3:4,not_billed,699,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,720p,21:9,not_billed,698,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,1080p,16:9,not_billed,1735,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,1080p,9:16,not_billed,1735,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,1080p,4:3,not_billed,1737,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,1080p,1:1,not_billed,1735,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,1080p,3:4,not_billed,1737,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,1080p,21:9,not_billed,1746,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,4k,16:9,not_billed,3538,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,4k,9:16,not_billed,3538,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,4k,4:3,not_billed,3538,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,4k,1:1,not_billed,3538,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,4k,3:4,not_billed,3538,ok
2026-08-26,image-to-video,753,Seedance 2.0,7,4k,21:9,not_billed,3538,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,480p,16:9,not_billed,369,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,480p,9:16,not_billed,370,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,480p,4:3,not_billed,363,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,480p,1:1,not_billed,353,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,480p,3:4,not_billed,363,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,480p,21:9,not_billed,369,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,720p,16:9,not_billed,794,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,720p,9:16,not_billed,794,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,720p,4:3,not_billed,799,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,720p,1:1,not_billed,794,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,720p,3:4,not_billed,799,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,720p,21:9,not_billed,798,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,1080p,16:9,not_billed,1982,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,1080p,9:16,not_billed,1982,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,1080p,4:3,not_billed,1985,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,1080p,1:1,not_billed,1982,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,1080p,3:4,not_billed,1985,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,1080p,21:9,not_billed,1995,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,4k,16:9,not_billed,4043,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,4k,9:16,not_billed,4043,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,4k,4:3,not_billed,4043,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,4k,1:1,not_billed,4043,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,4k,3:4,not_billed,4043,ok
2026-08-26,image-to-video,753,Seedance 2.0,8,4k,21:9,not_billed,4043,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,480p,16:9,not_billed,415,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,480p,9:16,not_billed,416,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,480p,4:3,not_billed,408,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,480p,1:1,not_billed,397,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,480p,3:4,not_billed,408,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,480p,21:9,not_billed,415,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,720p,16:9,not_billed,894,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,720p,9:16,not_billed,894,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,720p,4:3,not_billed,899,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,720p,1:1,not_billed,894,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,720p,3:4,not_billed,899,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,720p,21:9,not_billed,898,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,1080p,16:9,not_billed,2230,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,1080p,9:16,not_billed,2230,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,1080p,4:3,not_billed,2234,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,1080p,1:1,not_billed,2230,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,1080p,3:4,not_billed,2234,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,1080p,21:9,not_billed,2245,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,4k,16:9,not_billed,4548,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,4k,9:16,not_billed,4548,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,4k,4:3,not_billed,4549,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,4k,1:1,not_billed,4548,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,4k,3:4,not_billed,4549,ok
2026-08-26,image-to-video,753,Seedance 2.0,9,4k,21:9,not_billed,4549,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,480p,16:9,not_billed,462,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,480p,9:16,not_billed,462,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,480p,4:3,not_billed,454,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,480p,1:1,not_billed,441,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,480p,3:4,not_billed,454,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,480p,21:9,not_billed,462,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,720p,16:9,not_billed,993,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,720p,9:16,not_billed,993,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,720p,4:3,not_billed,999,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,720p,1:1,not_billed,993,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,720p,3:4,not_billed,999,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,720p,21:9,not_billed,998,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,1080p,16:9,not_billed,2478,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,1080p,9:16,not_billed,2478,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,1080p,4:3,not_billed,2482,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,1080p,1:1,not_billed,2478,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,1080p,3:4,not_billed,2482,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,1080p,21:9,not_billed,2494,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,4k,16:9,not_billed,5054,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,4k,9:16,not_billed,5054,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,4k,4:3,not_billed,5054,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,4k,1:1,not_billed,5054,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,4k,3:4,not_billed,5054,ok
2026-08-26,image-to-video,753,Seedance 2.0,10,4k,21:9,not_billed,5054,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,480p,16:9,not_billed,508,ok
2026-08-26,image-to-video,753,Seedance 2.0,11,480p,9:16,not_billed,508,ok
